datetime,F7_delta,F7_theta,F7_alpha,F7_beta,F7_gamma,Fp1_delta,Fp1_theta,Fp1_alpha,Fp1_beta,Fp1_gamma,Fp2_delta,Fp2_theta,Fp2_alpha,Fp2_beta,Fp2_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,F3_delta,F3_theta,F3_alpha,F3_beta,F3_gamma,F4_delta,F4_theta,F4_alpha,F4_beta,F4_gamma,T3_delta,T3_theta,T3_alpha,T3_beta,T3_gamma,C3_delta,C3_theta,C3_alpha,C3_beta,C3_gamma,C4_delta,C4_theta,C4_alpha,C4_beta,C4_gamma,T4_delta,T4_theta,T4_alpha,T4_beta,T4_gamma,P3_delta,P3_theta,P3_alpha,P3_beta,P3_gamma,P4_delta,P4_theta,P4_alpha,P4_beta,P4_gamma,T5_delta,T5_theta,T5_alpha,T5_beta,T5_gamma,O1_delta,O1_theta,O1_alpha,O1_beta,O1_gamma,O2_delta,O2_theta,O2_alpha,O2_beta,O2_gamma,T6_delta,T6_theta,T6_alpha,T6_beta,T6_gamma
05/04/2025 16:44:22,0.001693621104713317,0.0012593513546504409,0.0028089418488507025,0.002041202105639017,0.8792379557605594,0.001138669871655551,0.0006367105117527357,0.001115958192475098,0.0007343522092984878,0.8823674192822994,0.0014813185587384636,0.0006648407892600294,0.001153481474277466,0.0007853862455640964,0.8814251831553006,0.0023158797747497716,0.0007467997243150012,0.0016842821403535461,0.0011853695629622059,0.8791842733557146,0.0019078805954398262,0.001363342770142136,0.0025313127357444666,0.0018281745726559321,0.876696743041394,0.0026026846673388947,0.0017062749377190858,0.002858420994011997,0.0020022233181879617,0.8733386278282367,0.0031294031817360756,0.0021454458347810465,0.003983508275413476,0.0032549417460401306,0.8692338935421454,0.0008197405585410662,0.0005938338301812011,0.0009719912718489098,0.0006799826889285215,0.8848038768205966,5.251040247446993e-05,1.051742718606898e-05,2.872640569913542e-05,1.388689741323913e-05,0.8874217847409306,0.002321513091216421,0.0006830567984508351,0.0016498469373097452,0.0008081819101750194,0.8816981991830303,0.0015453927228620495,0.0004020102744166993,0.0007637389330776024,0.0003715536596944506,0.8835117702602621,0.002044915841612395,0.0003616642394383883,0.0009185575330256943,0.0004922817698578537,0.8827162200337431,0.02601574016907894,0.005012564660795431,0.01273427500458758,0.009119977211780525,0.8231944940202789,0.0003949590925109708,0.00010065862293272877,9.354842386107271e-05,9.891409226175213e-05,0.887086388489349,0.001949387856712153,0.00044527721233120286,0.0008356112988947643,0.00042562939989444824,0.88323231765079,3.6694657511973224e-05,6.346865432562451e-06,6.718208583546506e-06,8.548526530700423e-06,0.8875436594626448
05/04/2025 16:44:23,0.01156265475332607,0.003034674030264504,0.0023220969794813394,0.0016440266458718992,0.8721037231197947,0.004554009732980909,0.0009852467859420427,0.0008194638374092845,0.0006584683657057461,0.8830558472436157,0.005261726201552771,0.0010171749707828044,0.0008992779968990816,0.0006585653713866886,0.8820718957515302,0.008473992817815587,0.0015013589660360786,0.0012851999908348405,0.0008177105108267435,0.8776702887992188,0.0096057549941835,0.002202830490712222,0.001954002704633364,0.0013377001839297417,0.873843627410212,0.01333944854125377,0.0026725525647156374,0.0022982165285173662,0.0016141042847646818,0.8679849230890985,0.017477902664656216,0.004152415689683844,0.003946443643263992,0.0027932863734008344,0.8590695547110648,0.0046504960494304125,0.0010065632241999397,0.0007521931691657102,0.0005406668772211937,0.8840304695663939,0.0011216164396680658,0.0007484081970955385,0.0008366717805127751,0.002602932631506182,0.8826801180922105,0.014503976928881227,0.00363116383674251,0.0023987845326942556,0.0033175050961609374,0.8651603807183836,0.009662821748114152,0.002907460810714259,0.0018019794632321204,0.0027315736989828683,0.8715997630550335,0.01077970053686517,0.0031399117265298888,0.0017923325536641117,0.0025433755381551624,0.8708345260131087,0.08742524754884046,0.022763078862780894,0.01483805948672086,0.0069640155588389565,0.7557949942753586,0.0037616986439066957,0.0017797099966365513,0.0011661554916965054,0.0030041357245942078,0.8781740413471215,0.008794021206833551,0.0028019857136088147,0.001980168986309448,0.0029323697555844975,0.8716903387373728,0.0009909301898807208,0.0008225778445822964,0.0008969128338824946,0.0028534974875034937,0.8820143103796566
05/04/2025 16:44:24,0.002209566663674716,0.0017498992640485097,0.001259545128432758,0.001527852831712304,0.876819251469781,0.0020129695929987632,0.0009382167279891181,0.000704819951015206,0.0006789026802531276,0.8791415546743064,0.0026161146640595987,0.0009751635430693613,0.0007586581020009136,0.0008269395348366383,0.8778269677683396,0.0015880776899125856,0.000761487384046095,0.0007225608770822058,0.001019037542915197,0.8793774384453442,0.002111966239893322,0.0009536159751126868,0.001181561410756327,0.0014021685850612905,0.8754552530722215,0.0013976074858965957,0.0009239071729593187,0.001438433959807874,0.0014960554623241506,0.8756789391881478,0.005158222786587815,0.0019123558518732633,0.0021098496180451077,0.0022843849797092664,0.8690812496172514,0.002029663667777975,0.0003739694458841687,0.0004622271929976848,0.0005412773074864748,0.8847196355661204,3.711032402393039e-05,9.691260343207918e-06,1.1787603935871884e-05,1.840898636805086e-05,0.8871986822714153,0.0042106581779214735,0.0005931123086410834,0.0005145923079684959,0.0010144657920769838,0.8827957529705794,0.0018204492955222996,0.0003319183374463824,0.0003547363989111229,0.0003972477808726601,0.8854844881593392,0.002497372903394321,0.0004679231083632985,0.0004399367100204082,0.0005105225037236762,0.8841246338465828,0.04642818575600527,0.00723071053347158,0.005495875044500811,0.00890981856011556,0.8201031402313378,0.00047802881847849724,7.294384614952983e-05,0.0001788042880812871,0.00013174390599706803,0.8868739922717815,0.0028239955913675775,0.00044966912875486526,0.00035077762348536575,0.0004727282828371123,0.8841318363203056,2.7847011753468285e-05,6.0754801806965705e-06,1.104575676095938e-05,1.0840180627783421e-05,0.8870327179038622
05/04/2025 16:44:25,0.00031540650363167283,0.002314942558464466,0.0011763586967800917,0.002901772420568403,0.8846058387244758,9.837001459583781e-05,0.000808210911235927,0.0004073969283414209,0.0010724096716935177,0.8873001478688346,0.00021918579098849977,0.0008917854218757561,0.0004192689332489571,0.0011798769584622773,0.886564950301277,0.0001565444655202934,0.001234161032996065,0.0007031656776369405,0.0017191443995123593,0.8856830024259144,0.00022327726960918317,0.0019065146882168511,0.000797002847866827,0.0021858768105687755,0.8839322600118388,0.00013551196302058252,0.0019172825238809085,0.0010816304120504973,0.0024287882186769215,0.8835879206062036,0.0005372214891404079,0.004506537519726249,0.0018455930644039283,0.004751332818196388,0.8760976750770672,0.000159006772958751,0.000940014195454197,0.00044719933292790694,0.0009788040762531722,0.8843411309799637,2.850438913543236e-06,2.0595318766356076e-05,9.997084832179609e-06,3.031175352574763e-05,0.8879136692502625,0.00015942658813995539,0.0018256661839683873,0.0008296240110334705,0.0020149407342479634,0.8831623160511446,0.0001597655097284889,0.0008831764225088772,0.00036176338823721,0.0009628112254403488,0.8864034197762876,6.502149940560553e-05,0.0010828479525475732,0.0005159024194980286,0.0011836663492731689,0.8859890812546585,0.0014558259929467578,0.015749720903394146,0.006445726348915323,0.017069516206166847,0.8541769887802467,3.097492593048273e-05,0.00012602484283387897,7.567435544990491e-05,0.00014161717110310656,0.8882089938540542,8.904669015283236e-05,0.0009919857826665996,0.00041256158082068005,0.0009387636596518294,0.885492725903519,4.0012618064695975e-06,4.321481071058897e-06,6.58609408518066e-06,9.663418359943287e-06,0.8881890837912145
05/04/2025 16:44:26,0.0026255633021570477,0.001520385696276766,0.0013453555734750152,0.005480569236398721,0.9096553818315438,0.0007295479878618226,0.0006860864237387917,0.0008831911483876008,0.004230201888391126,0.9128859359663951,0.0007325495019612032,0.0008175636016154337,0.0008590704615035929,0.004251887661955437,0.9125996500542998,0.0015167857634004814,0.0011627104349011723,0.0010785015830634028,0.004674113453024493,0.9107462106220225,0.001894255917820454,0.0012834053425796958,0.0012676405074437793,0.0049424781382916205,0.9089257959356715,0.0020151398207473798,0.0011340052692811228,0.00122265292977098,0.005472230965516745,0.9082374188757038,0.004743413933172539,0.0031575615026745675,0.0020424704988690817,0.00671979349880905,0.8994508530659625,0.0010414890293748362,0.0011395792137021256,0.0012184601483493243,0.004783723083636373,0.9063816177941504,0.00037734474630927837,0.00032151899948626076,0.00038878967479656797,0.002036439203968894,0.8986026566600461,0.0025750282519640785,0.0016835509855468546,0.0006428881102907481,0.002909866664176271,0.8906056729930026,0.001975320122303207,0.0011256949099530983,0.0006454114175210672,0.0020847537653605405,0.8944176317968221,0.0018602229847287843,0.0010742456476173204,0.0003954556261479336,0.001888981018907405,0.8945292618800047,0.03297188004630021,0.012260374589967073,0.004189897041097876,0.015358023571371397,0.8206754011624212,0.0016971756127042833,0.0011747409276219125,0.0011006503990356575,0.0032217774039380318,0.8952081182836967,0.0015752799328209066,0.0010862117251770227,0.0005443652560911094,0.002407981617513849,0.8940948940985618,0.0009438514413146642,0.0007873597056205643,0.0009239994065986953,0.0033657940439339785,0.8964945159457759
05/04/2025 16:44:27,0.004862016902572504,0.0039618227668195335,0.00027594189575811247,0.0007180040312703682,0.8715445996701886,0.0035188848153393805,0.002493004457222797,0.00014400698462587412,0.0002752012335655509,0.8770635988466003,0.0035830601176858137,0.0022955312448024985,0.00013598882651194601,0.0003236491222373196,0.8766251570260482,0.00392487796185927,0.0012258515251179541,0.00012951972620311468,0.0003998495653405861,0.8748072004050835,0.002647218876032151,0.002590299647487972,0.00021576044271913268,0.0006121879989241459,0.8748832716928705,0.002618879877874143,0.0025026382355888338,0.00030391225429945106,0.0006470822397334925,0.8739706911283224,0.003884845457558083,0.002878021288662347,0.0003650736708564995,0.0016402908626550635,0.8683811837067419,0.0009851978906922074,0.0008452760086604767,0.00010511265826094721,0.0002888079828088654,0.8848698247738549,5.9768439026017195e-05,4.184650313649773e-05,4.4091700377586236e-06,5.821441133868852e-06,0.8871671303369575,0.0010288877681579544,0.0016401464980190955,0.0002144742630726192,0.0004034731404304651,0.8853986337726698,0.0010337099126770664,0.0012159864637504847,0.00017757732433225671,0.00020486042440253865,0.8844387221105825,0.0009279537973360038,0.0011532414997074243,0.00022683000954399113,0.0002561430869736192,0.8844786012957522,0.014669792849597019,0.014665721902478555,0.002335887969421734,0.003385260964660059,0.8400631466979137,0.0003311813123948855,0.00023256394055514996,4.956015013723981e-05,6.196697880095317e-05,0.8867249802183773,0.0009842622356460457,0.0008094741346592102,0.0001674798151219926,0.00015686397189318678,0.8859610321794227,5.876024636267935e-05,2.4516602041083924e-05,2.6645565627782137e-06,5.177608871774228e-06,0.8872714910094346
05/04/2025 16:44:28,0.011353091807628151,0.0035744884897825715,0.003161994934051562,0.001970536687613922,0.8641778881404752,0.0037743756462467215,0.0013703262054015428,0.001234617928187865,0.0007795852311630698,0.8781526420538348,0.004054287327982421,0.0014148566216166613,0.0014674487181053678,0.0008917134387124452,0.877093249058124,0.00564940912528948,0.0016712407983023802,0.0017907723259623681,0.0010188680065048024,0.8741902539936559,0.007431513288162033,0.002971336158384338,0.002581641356035426,0.001448551212696036,0.8683304107210076,0.009900848230030625,0.0026797614045943273,0.0029747995034662333,0.0017412025140407193,0.8634245340760462,0.012042903698161782,0.005481411559635486,0.005513392841732781,0.002703975734844898,0.8536448149278666,0.0028783320320184156,0.001173216881418559,0.0008392247738640431,0.0005372469325845744,0.8815370612325248,0.00018798955681414102,4.160011297998973e-05,4.217945246396821e-05,3.0498871423833065e-05,0.8872363173381035,0.010375380042315783,0.0021008970713941063,0.0024653251518366114,0.0015823967814034947,0.868510491730147,0.004834683202226498,0.001258806885048448,0.0010600274044284,0.0008192815092809108,0.8785812329566951,0.005253255555841227,0.0016613219292024091,0.0014525443772160972,0.0011016786178923677,0.8773812340365319,0.05978272625678638,0.021009422190119996,0.020112728705659284,0.014791260123232172,0.7639057287855028,0.0014290377842147571,0.0002955927612615779,0.00020372886560113919,0.00022487110914427632,0.8853578775666047,0.004290398594476047,0.0015235558607256123,0.0012792524813458528,0.0008750262964984879,0.8791815130037237,0.0001191487180992875,1.5158158340973284e-05,1.4326788699401458e-05,1.516067959218149e-05,0.8874037026575881
05/04/2025 16:44:30,0.0036646595568351594,0.002263439135418964,0.0017385344753652811,0.0014163434209918245,0.875265640769068,0.0012536586634026353,0.0009167891773425821,0.0006805894429044565,0.0005343327923817126,0.8821799788748261,0.001566385319722366,0.0008849144615197892,0.0006324586719854458,0.0005506225597750426,0.8809063742098605,0.0037343996620653294,0.0013334444150775826,0.00117502190736415,0.0008354308991833819,0.8762355563652352,0.0031098657028733674,0.0018786879738700677,0.0014995006348474244,0.0011824505126938956,0.8748026876618522,0.0033163578628012283,0.0019564751358343963,0.0016429448771183729,0.0014287978543903635,0.8738967150237356,0.005540532852980941,0.0027694082747042473,0.002630197723639551,0.002246196718240873,0.8649575253049333,0.001747012230729035,0.0007546483491843632,0.0007632219573530324,0.0004865840028005395,0.8831247150853101,5.1675280516800654e-05,2.799677447786821e-05,1.38082829698267e-05,1.6607748463450253e-05,0.8873668933180542,0.0021499392975301967,0.0014261264371765274,0.0008556769617299945,0.0008200217549151477,0.8812739398160051,0.0017285494544953663,0.0006972906486522696,0.0005110313452183195,0.00048721024374584194,0.883377400533691,0.0017767130790869942,0.0009934353993625248,0.00057937092301033,0.0005993378592443976,0.8827519205816017,0.015723075671799234,0.013119255673620885,0.009623031455905583,0.008299028598134759,0.8290718560961507,0.00038621291986059555,0.00013453942536029054,6.935817752324356e-05,0.00013611445364381902,0.8869353367356283,0.0011634079576735548,0.0006534690466144209,0.0005718088798897982,0.00042194694156821817,0.8843706088448179,2.3265333579641637e-05,1.0714974537858344e-05,4.115268298561847e-06,9.97823120842991e-06,0.8875499444741288
05/04/2025 16:44:31,0.007121781058206293,0.0018160608164823463,0.0017856603017528793,0.001061346403614843,0.8713409776501788,0.002445711644538951,0.0004691921469798604,0.0005899412874692501,0.0003845570596834176,0.8812755607729178,0.0027256521103270195,0.0005424414181651422,0.0006325397378597968,0.00039410981424018197,0.8801358576230146,0.00314753843930772,0.0010034392148328799,0.0010508493214420017,0.0005065340133957724,0.8788521990223768,0.005285903246041543,0.001378465019890155,0.0013785320140673946,0.0007843153280213142,0.8728700985280639,0.00675675739218422,0.0015116147974643065,0.0015775828630352276,0.0010078154919020308,0.869775401896972,0.011984268976378963,0.003426578415005265,0.0024234795296774656,0.0012999781120213425,0.8587103033780595,0.003191105076103128,0.0006771214706217106,0.00059621772650943,0.0003197254877662924,0.8813585609360474,0.00012835743133079357,1.9061701033535776e-05,2.2868982088847273e-05,1.1053146013890126e-05,0.88729697236373,0.006839918402297028,0.0009634998615624744,0.001208647620457898,0.0005283369339702564,0.8754273035289468,0.0038089432263937314,0.0005333201887694167,0.000596314453004893,0.0003164496969721047,0.8806199835769348,0.005193205326634674,0.0006124117583142663,0.0007741848947519078,0.0004306642926689417,0.8784633373586619,0.05246467940353541,0.00984759630382027,0.008840315795584345,0.005503714926812808,0.7861261402517217,0.001058627948004905,8.852773682394192e-05,9.334934998212317e-05,8.476092326069697e-05,0.8859248458175889,0.003866352413721649,0.000546847276299673,0.0005469884537832368,0.00031472073400161746,0.8808564359652353,7.199599167981897e-05,6.0715263248588774e-06,7.581257036412137e-06,5.6399810430514625e-06,0.887547147841001
05/04/2025 16:44:32,0.0015700015359655804,0.0008833714485205225,0.0010135672403288284,0.0011760952722212506,0.8828915085020793,0.003300216994658768,0.0009445362079327832,0.00037734826490963286,0.0004630254417647295,0.8818323028157697,0.004042929396616942,0.0010831881145025083,0.00038496967949270476,0.00042007832022023504,0.8806113271502035,0.0013819000501880617,0.0005861643263216597,0.0004759504688388268,0.0005918400822906538,0.8835978924527973,0.0010131742724720008,0.0005935810211740338,0.0008998244569293166,0.0009338168673978328,0.8819138893926672,0.0011982023056945068,0.0007309176261492021,0.001283809799850742,0.0013180460407964608,0.8804647609594337,0.00217950139062417,0.0005701266476363431,0.0018126511343766003,0.0013675997271626447,0.8764653986771345,0.00032146350553359103,0.00013915352570763282,0.00035573217595166116,0.0003234138477948255,0.8860662985851857,1.854306128357755e-05,2.115849250125606e-05,1.4165121932689574e-05,1.5724311232008407e-05,0.8876534211369347,0.0009336104259257998,0.0007279612943532408,0.0006353447325234493,0.0009059763281699353,0.8853158383926001,0.0005978906650994281,0.0005357750333510707,0.000411803866424981,0.00034708860464480754,0.8868995732869202,0.0006906618161343209,0.0005969932974426446,0.00045095233662580597,0.000530552671117095,0.886285234410585,0.013350850068430543,0.007100721281823812,0.006064129444891236,0.007158007309760292,0.8555644797538432,0.00020019600521577755,0.0003427126472860412,9.36548282365533e-05,8.267554331183837e-05,0.8875107072073765,0.0007759491407659425,0.00042120396843493255,0.0003374245017366677,0.0003986524515677866,0.8862910771218588,1.114446477078784e-05,2.1544750999596606e-05,5.0545655362252695e-06,7.667369131833623e-06,0.8876922970910028
